Imagen,Centro_X,Centro_Y,Radio,Fitness
../imgs/lamp.bmp,284.21,203.17,66.38,156.0
../imgs/lamp.bmp,285.14,204.72,67.95,169.0
../imgs/lamp.bmp,284.42,203.37,66.82,156.0
../imgs/lamp.bmp,284.59,202.26,66.27,156.0
../imgs/lamp.bmp,284.0,203.34,66.41,156.0
../imgs/lamp.bmp,284.89,202.56,66.03,156.0
../imgs/lamp.bmp,284.44,202.51,66.1,156.0
../imgs/lamp.bmp,285.17,204.49,67.16,169.0
../imgs/lamp.bmp,284.96,203.42,66.63,156.0
../imgs/lamp.bmp,285.44,204.24,67.31,169.0
../imgs/lamp.bmp,285.38,203.25,66.41,169.0
../imgs/C02.bmp,128.06,128.16,32.08,106.0
../imgs/C02.bmp,128.12,128.81,32.83,106.0
../imgs/C02.bmp,128.04,128.0,32.59,106.0
../imgs/C02.bmp,128.25,128.25,32.54,106.0
../imgs/C02.bmp,128.08,128.56,32.19,106.0
../imgs/C02.bmp,128.73,128.06,32.14,106.0
../imgs/C02.bmp,128.39,128.27,32.13,106.0
../imgs/C02.bmp,128.81,128.26,32.27,106.0
../imgs/C02.bmp,128.17,128.09,32.71,106.0
../imgs/C02.bmp,128.11,128.21,32.11,106.0
../imgs/C02.bmp,128.0,128.13,32.65,106.0
../imgs/C02.bmp,128.5,128.0,32.5,106.0
../imgs/C02.bmp,128.02,128.01,32.57,106.0
../imgs/C02.bmp,128.12,128.65,32.91,106.0
../imgs/C02.bmp,128.23,128.54,32.13,106.0
../imgs/C02.bmp,128.29,128.66,32.97,106.0
../imgs/C02.bmp,128.31,128.09,32.84,106.0
../imgs/C02.bmp,128.0,128.97,32.66,106.0
../imgs/C02.bmp,128.19,128.11,32.77,106.0
../imgs/C02.bmp,128.45,128.53,32.54,106.0
../imgs/C02.bmp,128.46,128.51,32.92,106.0
../imgs/C02.bmp,128.17,128.5,32.3,106.0
../imgs/C02.bmp,128.4,128.39,32.49,106.0
../imgs/C02.bmp,128.52,128.96,32.45,106.0
../imgs/C02.bmp,128.47,128.53,32.56,106.0
../imgs/C02.bmp,128.47,128.83,32.28,106.0
../imgs/C02.bmp,128.0,128.0,32.56,106.0
../imgs/C02.bmp,128.12,128.61,32.57,106.0
../imgs/C02.bmp,128.22,128.05,32.92,106.0
../imgs/C02.bmp,128.4,128.39,32.49,106.0
../imgs/C02.bmp,128.22,128.82,32.18,106.0
../imgs/C02.bmp,128.19,128.39,32.4,106.0
../imgs/C02.bmp,128.26,128.84,32.19,106.0
../imgs/C02.bmp,128.17,128.03,32.92,106.0
../imgs/C02.bmp,128.31,128.88,32.18,106.0
../imgs/C02.bmp,128.35,128.95,32.14,106.0
../imgs/C02.bmp,128.0,128.13,32.65,106.0
../imgs/C02.bmp,128.93,128.75,32.01,106.0
../imgs/C02.bmp,128.16,128.57,32.82,106.0
../imgs/C02.bmp,128.08,128.86,32.04,106.0
../imgs/C02.bmp,128.13,128.8,32.46,106.0
../imgs/C02.bmp,128.13,128.17,32.75,106.0
../imgs/C02.bmp,128.02,128.0,32.58,106.0
../imgs/C02.bmp,128.62,128.0,32.97,106.0
../imgs/C02.bmp,128.13,128.14,32.49,106.0
../imgs/C02.bmp,128.1,128.1,32.79,106.0
../imgs/C02.bmp,128.54,128.08,32.59,106.0
../imgs/C02.bmp,128.48,128.52,32.88,106.0
../imgs/C02.bmp,128.62,128.07,32.11,106.0
../imgs/C02.bmp,128.33,128.19,32.83,106.0
../imgs/C02.bmp,128.02,128.0,32.58,106.0
../imgs/C02.bmp,128.06,128.51,32.22,106.0
../imgs/C02.bmp,128.0,128.0,32.8,106.0
../imgs/C02.bmp,128.03,128.06,32.62,106.0
../imgs/C02.bmp,128.27,128.0,32.83,106.0
../imgs/C02.bmp,128.06,128.31,32.01,106.0
../imgs/C02.bmp,128.15,128.59,32.39,106.0
../imgs/C02.bmp,128.07,128.06,32.74,106.0
../imgs/C02.bmp,128.29,128.02,32.85,106.0
../imgs/C02.bmp,128.14,128.09,32.81,106.0
../imgs/C02.bmp,128.2,128.4,32.95,106.0
../imgs/C02.bmp,128.07,128.07,32.66,106.0
../imgs/C02.bmp,128.19,128.88,32.92,106.0
../imgs/C02.bmp,128.39,128.22,32.98,106.0
../imgs/C02.bmp,128.03,128.74,32.73,106.0
../imgs/C02.bmp,128.6,128.3,32.82,106.0
../imgs/C02.bmp,128.64,128.62,32.94,106.0
../imgs/C02.bmp,128.27,128.67,32.95,106.0
../imgs/C02.bmp,128.1,128.23,32.13,106.0
../imgs/C02.bmp,128.4,128.41,32.31,106.0
../imgs/C02.bmp,128.18,128.86,32.59,106.0
../imgs/C02.bmp,128.38,128.17,32.28,106.0
../imgs/C02.bmp,128.67,128.31,32.85,106.0
../imgs/C02.bmp,128.66,128.61,32.0,106.0
../imgs/C02.bmp,128.0,128.41,32.18,106.0
../imgs/C02.bmp,129.0,128.65,32.79,106.0
../imgs/C02.bmp,128.16,128.87,32.4,106.0
../imgs/C02.bmp,128.09,128.89,32.66,106.0
../imgs/C02.bmp,128.07,128.48,32.49,106.0
../imgs/C02.bmp,128.62,128.78,32.25,106.0
../imgs/C02.bmp,128.24,128.79,32.14,106.0
../imgs/C02.bmp,128.5,128.0,32.73,106.0
../imgs/C02.bmp,128.23,128.84,32.19,106.0
../imgs/C02.bmp,128.34,128.04,32.9,106.0
../imgs/C02.bmp,128.0,128.5,32.42,106.0
../imgs/C02.bmp,128.02,128.57,32.16,106.0
../imgs/C02.bmp,128.07,128.31,32.89,106.0
../imgs/C02.bmp,128.08,128.12,32.79,106.0
../imgs/C02.bmp,128.43,128.0,32.98,106.0
../imgs/C02.bmp,128.11,128.06,32.68,106.0
../imgs/C02.bmp,128.13,128.47,32.3,106.0
../imgs/C02.bmp,128.08,128.56,32.19,106.0
../imgs/C02.bmp,128.19,128.12,32.71,106.0
../imgs/C02.bmp,128.02,128.69,32.69,106.0
../imgs/C02.bmp,128.34,128.11,32.85,106.0
../imgs/C02.bmp,128.37,128.08,32.95,106.0
../imgs/C02.bmp,128.13,128.11,32.81,106.0
../imgs/C02.bmp,128.08,128.68,32.69,106.0
../imgs/C02.bmp,128.28,128.21,32.87,106.0
../imgs/C02.bmp,128.0,128.0,32.56,106.0
../imgs/C01.bmp,128.0,128.26,32.51,106.0
../imgs/C01.bmp,128.09,128.06,32.64,106.0
../imgs/C01.bmp,128.36,128.29,32.91,106.0
../imgs/C01.bmp,128.13,128.74,32.28,106.0
../imgs/C01.bmp,128.38,128.8,32.88,106.0
../imgs/C01.bmp,128.25,128.84,32.18,106.0
../imgs/C01.bmp,128.41,128.18,32.3,106.0
../imgs/C01.bmp,128.44,128.16,32.25,106.0
../imgs/C01.bmp,128.12,128.24,32.71,106.0
../imgs/C01.bmp,128.0,128.04,32.1,106.0
../imgs/C01.bmp,128.18,128.02,32.93,106.0
../imgs/C01.bmp,128.19,128.34,32.66,106.0
../imgs/C01.bmp,128.42,128.21,32.84,106.0
../imgs/C01.bmp,128.43,128.14,32.95,106.0
../imgs/C01.bmp,128.62,128.89,32.34,106.0
../imgs/C01.bmp,128.0,128.0,32.56,106.0
../imgs/C01.bmp,128.23,128.76,32.57,106.0
../imgs/C01.bmp,128.21,128.74,32.95,106.0
../imgs/C01.bmp,128.24,128.24,32.84,106.0
../imgs/C01.bmp,128.0,128.67,32.4,106.0
../imgs/C01.bmp,128.84,128.64,32.71,106.0
../imgs/C01.bmp,128.6,128.0,32.03,106.0
../imgs/C01.bmp,128.72,128.0,32.08,106.0
../imgs/C01.bmp,128.21,128.79,32.5,106.0
../imgs/C01.bmp,128.5,128.4,32.4,106.0
../imgs/C01.bmp,128.3,128.83,32.22,106.0
../imgs/C01.bmp,128.02,128.5,32.75,106.0
../imgs/C01.bmp,128.0,128.77,32.79,106.0
../imgs/C01.bmp,128.01,128.02,32.58,106.0
../imgs/C01.bmp,128.32,128.06,32.68,106.0
../imgs/C01.bmp,128.53,128.46,32.65,106.0
../imgs/C01.bmp,128.22,128.35,32.77,106.0
../imgs/C01.bmp,128.11,128.95,32.69,106.0
../imgs/C01.bmp,128.01,128.12,32.66,106.0
../imgs/C01.bmp,128.81,128.61,32.67,106.0
../imgs/C01.bmp,128.62,128.0,32.97,106.0
../imgs/C01.bmp,128.29,128.33,32.68,106.0
../imgs/C01.bmp,128.1,128.3,32.7,106.0
../imgs/C01.bmp,128.56,128.08,32.98,106.0
../imgs/C01.bmp,128.03,128.34,32.26,106.0
../imgs/C01.bmp,128.14,128.86,32.4,106.0
../imgs/C01.bmp,128.13,128.39,32.19,106.0
../imgs/C01.bmp,128.03,128.01,32.57,106.0
../imgs/C01.bmp,128.82,128.46,32.27,106.0
../imgs/C01.bmp,128.03,128.97,32.24,106.0
../imgs/C01.bmp,128.04,128.07,32.63,106.0
../imgs/C01.bmp,128.05,128.52,32.42,106.0
../imgs/C01.bmp,128.22,128.23,32.51,106.0
../imgs/C01.bmp,128.21,128.57,32.62,106.0
../imgs/C01.bmp,128.41,128.54,32.44,106.0
../imgs/C01.bmp,128.5,128.08,32.11,106.0
../imgs/C01.bmp,128.44,128.11,32.75,106.0
../imgs/C01.bmp,128.21,128.28,33.0,106.0
../imgs/C01.bmp,128.84,128.62,32.69,106.0
../imgs/C01.bmp,128.5,128.19,32.28,106.0
../imgs/C01.bmp,128.41,128.17,32.54,106.0
../imgs/C01.bmp,128.1,128.13,32.81,106.0
../imgs/C01.bmp,128.0,128.0,32.76,106.0
../imgs/C01.bmp,128.33,128.19,32.85,106.0
../imgs/C01.bmp,128.02,128.12,32.56,106.0
../imgs/C01.bmp,128.18,128.86,32.59,106.0
../imgs/C01.bmp,128.39,128.34,32.97,106.0
../imgs/C01.bmp,128.16,128.37,32.38,106.0
../imgs/C01.bmp,128.12,128.35,32.92,106.0
../imgs/C01.bmp,128.31,128.22,32.83,106.0
../imgs/C01.bmp,128.0,128.0,32.02,106.0
../imgs/C01.bmp,128.66,128.51,32.51,106.0
../imgs/C01.bmp,128.03,128.06,32.62,106.0
../imgs/C01.bmp,128.0,128.28,32.28,106.0
../imgs/C01.bmp,128.0,128.5,32.5,106.0
../imgs/C01.bmp,128.3,128.77,32.26,106.0
../imgs/C01.bmp,128.06,128.48,32.49,106.0
../imgs/C01.bmp,128.09,128.09,32.69,106.0
../imgs/C01.bmp,128.5,128.5,32.6,106.0
../imgs/C01.bmp,128.08,128.23,32.03,106.0
../imgs/C01.bmp,128.29,128.0,32.91,106.0
../imgs/C01.bmp,128.27,128.35,32.89,106.0
../imgs/C01.bmp,128.03,128.3,32.87,106.0
../imgs/C01.bmp,128.27,128.58,32.41,106.0
../imgs/C01.bmp,128.03,128.84,32.98,106.0
../imgs/C01.bmp,128.01,128.01,32.57,106.0
../imgs/C01.bmp,128.62,128.78,32.25,106.0
../imgs/C01.bmp,128.81,128.62,32.67,106.0
../imgs/C01.bmp,128.03,128.05,32.61,106.0
../imgs/C01.bmp,128.2,128.02,32.76,106.0
../imgs/C01.bmp,128.0,128.0,32.89,106.0
../imgs/C01.bmp,128.0,128.0,32.56,106.0
../imgs/C01.bmp,128.0,128.0,32.02,106.0
../imgs/C01.bmp,128.16,128.06,32.71,106.0
../imgs/C01.bmp,128.5,128.08,32.11,106.0
../imgs/C01.bmp,128.11,128.66,32.54,106.0
../imgs/C01.bmp,128.28,128.07,32.72,106.0
../imgs/C01.bmp,128.65,128.31,32.48,106.0
../imgs/C01.bmp,128.5,128.67,32.77,106.0
../imgs/C01.bmp,128.0,128.6,32.84,106.0
../imgs/C01.bmp,128.29,128.39,32.73,106.0
../imgs/C01.bmp,128.03,128.11,32.68,106.0
../imgs/C01.bmp,128.39,128.34,32.97,106.0
../imgs/C01.bmp,128.04,128.24,32.01,106.0
../imgs/C01.bmp,128.04,128.06,32.72,106.0
